3081500	100647068
3081500	100646872
3289557	100647068
3289557	100646872
3112654	100647068
3112654	100646872
3039633	100647068
3039633	100646872
3028116	100647068
3028116	100646872
2936873	100647068
2936873	100646872
3173105	100647068
3173105	100646872
3346939	100647068
3346939	100646872
2880231	100647068
2880231	100646872
2764027	100647068
2764027	100646872
4262914	100647068
4262914	100646872
3358321	100647226
3358321	100647228
3358321	100647230
3358321	100647232
3358321	100647235
3358321	100647237
3351420	100647226
3351420	100647228
3351420	100647230
3351420	100647232
3351420	100647235
3351420	100647237
3509368	100647068
3509368	100646872
2659677	100647068
2659677	100646872
3176444	100647068
3176444	100646872
3018264	100647068
3018264	100646872
3073252	100647068
3073252	100646872
3120178	100647068
3120178	100646872
2692837	100647068
2692837	100646872
2706627	100647068
2706627	100646872
2661677	100647068
2661677	100646872
3129507	100647068
3129507	100646872
3757245	100647226
3757245	100647228
3757245	100647230
3757245	100647232
3757245	100647235
3757245	100647237
2659454	100647068
2659454	100646872
843848	100647068
843848	100646872
3120417	100647068
3120417	100646872
3603788	100647068
3603788	100646872
3627088	100647226
3627088	100647228
3627088	100647230
3627088	100647232
3627088	100647235
3627088	100647237
3316732	100647226
3316732	100647228
3316732	100647230
3316732	100647232
3316732	100647235
3316732	100647237
186407	100647068
186407	100646872
3174236	100647068
3174236	100646872
2667179	100647068
2667179	100646872
2922700	100647068
2922700	100646872
2842154	100647068
2842154	100646872
2680012	100647068
2680012	100646872
3444650	100647226
3444650	100647228
3444650	100647230
3444650	100647232
3444650	100647235
3444650	100647237
3007693	100647068
3007693	100646872
3917609	100647226
3917609	100647228
3917609	100647230
3917609	100647232
3917609	100647235
3917609	100647237
3703893	100647226
3703893	100647228
3703893	100647230
3703893	100647232
3703893	100647235
3703893	100647237
3626775	100647068
3626775	100646872
3599902	100647068
3599902	100646872
2783860	100647068
2783860	100646872
866226	100647226
866226	100647228
866226	100647230
866226	100647232
866226	100647235
866226	100647237
4183173	100647068
4183173	100646872
2953871	100647068
2953871	100646872
2869154	100647068
2869154	100646872
3133070	100647068
3133070	100646872
3525225	100647226
3525225	100647228
3525225	100647230
3525225	100647232
3525225	100647235
3525225	100647237
2794534	100647068
2794534	100646872
3421816	100647068
3421816	100646872
2774369	100647068
2774369	100646872
2821067	100647068
2821067	100646872
5120442	100647226
5120442	100647228
5120442	100647230
5120442	100647232
5120442	100647235
5120442	100647237
65944	100647068
65944	100646872
2810602	100647068
2810602	100646872
3660183	100647068
3660183	100646872
3030027	100647068
3030027	100646872
2737885	100647068
2737885	100646872
3223869	100647068
3223869	100646872
296886	100647226
296886	100647228
296886	100647230
296886	100647232
296886	100647235
296886	100647237
3087427	100647068
3087427	100646872
2659467	100647068
2659467	100646872
3571853	100647068
3571853	100646872
2697704	100647068
2697704	100646872
2681058	100647068
2681058	100646872
3437137	100647226
3437137	100647228
3437137	100647230
3437137	100647232
3437137	100647235
3437137	100647237
3200411	100647068
3200411	100646872
2865876	100647068
2865876	100646872
2690281	100647068
2690281	100646872
2735643	100647068
2735643	100646872
3459785	100647068
3459785	100646872
3162286	100647068
3162286	100646872
3088755	100647068
3088755	100646872
2914878	100647068
2914878	100646872
3343256	100647068
3343256	100646872
2988052	100647068
2988052	100646872
3146372	100647068
3146372	100646872
2705704	100647068
2705704	100646872
2826963	100647068
2826963	100646872
3011299	100647068
3011299	100646872
2864473	100647068
2864473	100646872
2744326	100647068
2744326	100646872
3155393	100647068
3155393	100646872
2662870	100647068
2662870	100646872
2720933	100647068
2720933	100646872
2766709	100647068
2766709	100646872
2660153	100647068
2660153	100646872
904165	100647226
904165	100647228
904165	100647230
904165	100647232
904165	100647235
904165	100647237
3178563	100647068
3178563	100646872
3280298	100647068
3280298	100646872
3128239	100647068
3128239	100646872
2953893	100647068
2953893	100646872
3200634	100647068
3200634	100646872
7214685	100647226
7214685	100647228
7214685	100647230
7214685	100647232
7214685	100647235
7214685	100647237
2715321	100647068
2715321	100646872
3016800	100647068
3016800	100646872
2908200	100647068
2908200	100646872
2039293	100647068
2039293	100646872
2692699	100647068
2692699	100646872
3162797	100647068
3162797	100646872
3454823	100647068
3454823	100646872
2679682	100647068
2679682	100646872
2655760	100647068
2655760	100646872
2930775	100647068
2930775	100646872
4177145	100647068
4177145	100646872
3075036	100647068
3075036	100646872
441308	100647068
441308	100646872
2669860	100647068
2669860	100646872
2907643	100647068
2907643	100646872
3623822	100647068
3623822	100646872
2819893	100647068
2819893	100646872
2748931	100647068
2748931	100646872
2676815	100647068
2676815	100646872
919287	100647226
919287	100647228
919287	100647230
919287	100647232
919287	100647235
919287	100647237
3081520	100647068
3081520	100646872
3224827	100647068
3224827	100646872
3214647	100647068
3214647	100646872
3020783	100647068
3020783	100646872
3729349	100647226
3729349	100647228
3729349	100647230
3729349	100647232
3729349	100647235
3729349	100647237
3221378	100647068
3221378	100646872
2711558	100647068
2711558	100646872
2725731	100647068
2725731	100646872
2983526	100647068
2983526	100646872
2662922	100647068
2662922	100646872
3146095	100647068
3146095	100646872
3014451	100647068
3014451	100646872
2710378	100647068
2710378	100646872
2827204	100647068
2827204	100646872
137597	100647068
137597	100646872
2695971	100647068
2695971	100646872
3541980	100647068
3541980	100646872
2858009	100647068
2858009	100646872
2690207	100647068
2690207	100646872
2702043	100647068
2702043	100646872
2771711	100647068
2771711	100646872
2975434	100647068
2975434	100646872
3162204	100647068
3162204	100646872
3342007	100647068
3342007	100646872
2717771	100647068
2717771	100646872
3356240	100647226
3356240	100647228
3356240	100647230
3356240	100647232
3356240	100647235
3356240	100647237
3258578	100647068
3258578	100646872
2925756	100647068
2925756	100646872
3458574	100647068
3458574	100646872
3296330	100647068
3296330	100646872
2811425	100647068
2811425	100646872
2662749	100647068
2662749	100646872
3347194	100647068
3347194	100646872
2933115	100647068
2933115	100646872
7081980	100647226
7081980	100647228
7081980	100647230
7081980	100647232
7081980	100647235
7081980	100647237
2898391	100647068
2898391	100646872
3310068	100647068
3310068	100646872
3456116	100647226
3456116	100647228
3456116	100647230
3456116	100647232
3456116	100647235
3456116	100647237
3063628	100647068
3063628	100646872
3322016	100647068
3322016	100646872
3405348	100647226
3405348	100647228
3405348	100647230
3405348	100647232
3405348	100647235
3405348	100647237
2660700	100647068
2660700	100646872
3061333	100647068
3061333	100646872
2687497	100647068
2687497	100646872
2741139	100647068
2741139	100646872
5755721	100647068
5755721	100646872
2936462	100647068
2936462	100646872
3464461	100647068
3464461	100646872
3119733	100647068
3119733	100646872
123860	100647068
123860	100646872
3152442	100647068
3152442	100646872
3300815	100647068
3300815	100646872
3150426	100647068
3150426	100646872
2765090	100647068
2765090	100646872
584133	100647068
584133	100646872
2819228	100647068
2819228	100646872
3498414	100647068
3498414	100646872
2835291	100647068
2835291	100646872
2659105	100647068
2659105	100646872
3317343	100647226
3317343	100647228
3317343	100647230
3317343	100647232
3317343	100647235
3317343	100647237
3073067	100647068
3073067	100646872
2695922	100647068
2695922	100646872
3329742	100647068
